timestamp,DVL-filtered,validity,rpm,depth,Echo,Label
1676970809.711,3.209,VALID,1106,3.226,29.871,TRACKING
1676970809.911,3.215,VALID,1106,3.309,29.637,TRACKING
1676970810.111,3.272,VALID,1105,3.338,29.983,TRACKING
1676970810.311,3.269,VALID,1105,3.338,29.983,TRACKING
1676970810.312,3.269,VALID,1105,3.26,29.999,TRACKING
1676970810.511,3.126,VALID,1105,3.26,29.999,TRACKING
1676970810.512,3.126,VALID,1104,3.265,30.0,TRACKING
1676970810.711,3.157,VALID,1104,3.265,30.0,TRACKING
1676970810.712,3.157,VALID,1104,3.387,29.79,TRACKING
1676970810.911,3.17,VALID,1104,3.337,30.0,TRACKING
1676970811.111,3.048,VALID,1103,3.356,30.0,TRACKING
1676970811.311,3.075,VALID,1103,3.357,29.592,TRACKING
1676970811.511,3.056,VALID,1102,3.379,29.909,TRACKING
1676970811.711,3.076,VALID,1102,3.443,30.0,TRACKING
1676970811.911,2.965,VALID,1102,3.32,30.0,TRACKING
1676970812.111,3.046,VALID,1101,3.476,30.0,TRACKING
1676970812.311,3.033,VALID,1101,3.385,30.0,TRACKING
1676970812.511,2.982,VALID,1100,3.396,29.978,TRACKING
1676970812.711,2.975,VALID,1100,3.402,30.0,TRACKING
1676970812.911,2.969,VALID,1100,3.311,29.548,TRACKING
1676970813.111,3.001,VALID,1099,3.369,29.52,TRACKING
1676970813.311,2.967,VALID,1099,3.345,29.81,TRACKING
1676970813.511,3.02,VALID,1098,3.334,30.0,TRACKING
1676970813.711,3.144,VALID,1098,3.418,29.808,TRACKING
1676970813.911,2.957,VALID,1098,3.248,29.909,TRACKING
1676970814.111,3.065,VALID,1098,3.248,29.909,TRACKING
1676970814.112,3.065,VALID,1097,3.296,30.0,TRACKING
1676970814.311,3.105,VALID,1097,3.332,30.0,TRACKING
1676970814.511,3.101,VALID,1097,3.311,29.802,TRACKING
1676970814.711,3.097,VALID,1096,3.318,29.868,TRACKING
1676970814.911,3.163,VALID,1096,3.314,29.596,TRACKING
1676970815.111,3.039,VALID,1096,3.314,29.596,TRACKING
1676970815.112,3.039,VALID,1095,3.361,29.993,TRACKING
1676970815.311,3.509,VALID,1095,3.326,29.728,TRACKING
1676970815.511,3.538,VALID,1095,3.415,29.591,TRACKING
1676970815.711,3.506,VALID,1094,3.396,30.0,TRACKING
1676970815.911,3.547,VALID,1094,3.346,30.0,TRACKING
1676970816.111,3.53,VALID,1094,3.345,29.981,TRACKING
1676970816.311,3.574,VALID,1093,3.373,30.0,TRACKING
1676970816.511,3.575,VALID,1093,3.412,29.864,TRACKING
1676970816.711,3.443,VALID,1093,3.412,29.864,TRACKING
1676970816.712,3.443,VALID,1093,3.4,29.938,TRACKING
1676970816.911,3.527,VALID,1092,3.422,30.0,TRACKING
1676970817.111,3.466,VALID,1092,3.411,29.875,TRACKING
1676970817.311,3.45,VALID,1092,3.411,29.875,TRACKING
1676970817.312,3.45,VALID,1092,3.346,29.998,TRACKING
1676970817.512,3.405,VALID,1091,3.557,29.62,TRACKING
1676970817.711,3.418,VALID,1091,3.572,30.0,TRACKING
1676970817.911,3.46,VALID,1091,3.542,30.0,TRACKING
1676970818.111,3.369,VALID,1090,3.506,29.959,TRACKING
1676970818.311,3.413,VALID,1090,3.515,30.0,TRACKING
1676970818.511,3.215,VALID,1090,3.515,30.0,TRACKING
1676970818.512,3.215,VALID,1090,3.599,30.0,TRACKING
1676970818.711,3.305,VALID,1089,3.665,29.969,TRACKING
1676970818.911,3.29,VALID,1089,3.656,30.0,TRACKING
1676970819.111,3.28,VALID,1089,3.656,30.0,TRACKING
1676970819.112,3.28,VALID,1089,3.786,29.464,TRACKING
1676970819.311,3.159,VALID,1088,3.896,29.769,TRACKING
1676970819.511,3.17,VALID,1088,3.692,29.391,TRACKING
1676970819.711,3.166,VALID,1088,3.692,29.391,TRACKING
1676970819.712,3.166,VALID,1088,3.743,30.0,TRACKING
1676970819.911,3.181,VALID,1087,3.863,30.0,TRACKING
1676970820.111,3.082,VALID,1087,3.683,29.883,TRACKING
1676970820.311,3.136,VALID,1087,3.76,30.0,TRACKING
1676970820.511,4.061,VALID,1086,3.712,30.0,TRACKING
1676970820.711,4.058,VALID,1086,3.718,30.0,TRACKING
1676970820.911,3.993,VALID,1086,3.726,29.665,TRACKING
1676970821.111,4.097,VALID,1086,3.821,30.0,TRACKING
1676970821.311,4.021,VALID,1085,3.858,29.493,TRACKING
1676970821.511,4.078,VALID,1085,3.815,29.921,TRACKING
1676970821.711,3.867,VALID,1085,3.829,29.856,TRACKING
1676970821.911,3.951,VALID,1084,3.852,29.948,TRACKING
1676970822.111,3.968,VALID,1084,3.855,29.817,TRACKING
1676970822.311,3.877,VALID,1084,3.914,26.665,TRACKING
1676970822.511,3.928,VALID,1084,3.996,25.326,TRACKING
1676970822.711,3.859,VALID,1083,4.039,25.255,TRACKING
1676970822.911,3.873,VALID,1083,4.039,25.255,TRACKING
1676970822.912,3.873,VALID,1083,4.065,26.298,TRACKING
1676970823.111,3.752,VALID,1083,4.091,27.548,TRACKING
1676970823.311,3.601,VALID,1083,4.24,27.959,TRACKING
1676970823.511,3.552,VALID,1082,4.217,29.99,TRACKING
1676970823.711,3.565,VALID,1082,4.217,29.99,TRACKING
1676970823.712,3.565,VALID,1082,4.398,29.939,TRACKING
1676970823.911,7.099,VALID,1082,4.346,30.0,TRACKING
1676970824.111,7.128,VALID,1082,4.368,30.0,TRACKING
1676970824.311,7.038,VALID,1081,4.448,30.0,TRACKING
1676970824.511,6.981,VALID,1081,4.448,30.0,TRACKING
1676970824.512,6.981,VALID,1081,4.412,29.792,TRACKING
1676970824.711,7.044,VALID,1081,4.461,26.417,TRACKING
1676970824.911,6.917,VALID,1081,4.461,26.417,TRACKING
1676970824.912,6.917,VALID,1080,4.642,25.562,TRACKING
1676970825.111,6.796,VALID,1080,4.589,24.468,TRACKING
1676970825.311,6.731,VALID,1080,4.656,23.203,TRACKING
1676970825.512,6.733,VALID,1080,4.752,22.477,TRACKING
1676970825.711,6.712,VALID,1080,4.752,22.477,TRACKING
1676970825.712,6.712,VALID,1079,4.785,22.037,TRACKING
1676970825.911,6.683,VALID,1079,4.826,21.237,TRACKING
1676970826.111,6.591,VALID,1079,4.844,21.278,TRACKING
1676970826.311,6.567,VALID,1079,4.894,22.215,TRACKING
1676970826.511,7.3,VALID,1078,4.89,21.303,TRACKING
1676970826.711,7.323,VALID,1078,5.09,21.079,TRACKING
1676970826.911,7.247,VALID,1078,5.091,21.089,TRACKING
1676970827.111,7.059,VALID,1078,5.091,21.089,TRACKING
1676970827.112,7.059,VALID,1078,5.106,20.447,TRACKING
1676970827.311,7.019,VALID,1078,5.106,20.447,TRACKING
1676970827.312,7.019,VALID,1077,5.291,20.299,TRACKING
1676970827.511,6.927,VALID,1077,5.246,19.937,TRACKING
1676970827.711,6.898,VALID,1077,5.351,19.255,TRACKING
1676970827.911,6.774,VALID,1077,5.373,19.175,TRACKING
1676970828.111,6.725,VALID,1076,5.526,18.646,TRACKING
1676970828.311,6.819,VALID,1076,5.54,19.039,TRACKING
1676970828.511,6.685,VALID,1076,5.53,18.641,TRACKING
1676970828.711,6.548,VALID,1076,5.602,20.181,TRACKING
1676970828.911,6.489,VALID,1075,5.731,19.449,TRACKING
1676970829.111,6.498,VALID,1075,5.765,19.46,TRACKING
1676970829.311,6.446,VALID,1075,5.841,19.195,TRACKING
1676970829.511,6.46,VALID,1075,5.838,18.828,TRACKING
1676970829.711,6.349,VALID,1075,5.972,18.373,TRACKING
1676970829.911,6.211,VALID,1074,5.977,18.046,TRACKING
1676970830.111,6.113,VALID,1074,6.153,17.576,TRACKING
1676970830.311,6.151,VALID,1074,6.141,17.682,TRACKING
1676970830.511,6.092,VALID,1074,6.205,17.582,TRACKING
1676970830.711,6.012,VALID,1073,6.226,16.813,TRACKING
1676970830.911,5.969,VALID,1073,6.322,17.72,TRACKING
1676970831.111,5.914,VALID,1073,6.357,17.322,TRACKING
1676970831.311,5.792,VALID,1073,6.47,17.787,TRACKING
1676970831.511,5.836,VALID,1072,6.529,17.195,TRACKING
1676970831.711,5.718,VALID,1072,6.487,17.161,TRACKING
1676970831.911,5.593,VALID,1072,6.644,16.639,TRACKING
1676970832.111,5.66,VALID,1072,6.558,17.324,TRACKING
1676970832.311,5.525,VALID,1072,6.612,16.698,TRACKING
1676970832.511,5.469,VALID,1071,6.758,16.459,TRACKING
1676970832.711,5.416,VALID,1071,6.888,16.377,TRACKING
1676970832.911,5.365,VALID,1071,6.913,16.33,TRACKING
1676970833.111,5.359,VALID,1071,7.042,15.853,TRACKING
1676970833.311,5.248,VALID,1071,7.099,15.785,TRACKING
1676970833.511,5.163,VALID,1070,7.171,14.746,TRACKING
1676970833.711,5.18,VALID,1070,7.118,15.154,TRACKING
1676970833.911,5.003,VALID,1070,7.285,15.438,TRACKING
1676970834.111,5.025,VALID,1070,7.285,15.438,TRACKING
1676970834.112,5.025,VALID,1070,7.319,15.026,TRACKING
1676970834.311,4.952,VALID,1070,7.302,14.222,TRACKING
1676970834.511,4.89,VALID,1069,7.357,14.61,TRACKING
1676970834.711,4.836,VALID,1069,7.46,14.953,TRACKING
1676970834.911,4.792,VALID,1069,7.491,14.196,TRACKING
1676970835.111,4.728,VALID,1069,7.508,13.703,TRACKING
1676970835.311,4.653,VALID,1069,7.508,13.703,TRACKING
1676970835.312,4.653,VALID,1069,7.569,14.052,TRACKING
1676970835.511,4.612,VALID,1068,7.731,13.934,TRACKING
1676970835.711,4.528,VALID,1068,7.804,13.379,TRACKING
1676970835.911,4.553,VALID,1068,7.799,13.429,TRACKING
1676970836.111,4.446,VALID,1068,7.835,12.729,TRACKING
1676970836.311,4.344,VALID,1068,7.78,12.991,TRACKING
1676970836.511,4.339,VALID,1067,7.988,12.893,TRACKING
1676970836.711,4.28,VALID,1067,8.009,11.769,TRACKING
1676970836.911,4.252,VALID,1067,8.159,12.408,TRACKING
1676970837.111,4.101,VALID,1067,8.163,12.645,TRACKING
1676970837.311,3.965,VALID,1067,8.272,12.443,TRACKING
1676970837.511,3.594,VALID,1067,8.202,12.392,TRACKING
1676970837.711,3.544,VALID,1066,8.338,12.241,TRACKING
1676970837.911,3.502,VALID,1066,8.408,12.132,TRACKING
1676970838.111,3.435,VALID,1066,8.469,13.708,TRACKING
1676970838.311,3.307,VALID,1066,8.536,14.86,TRACKING
1676970838.511,3.333,VALID,1066,8.618,16.117,TRACKING
1676970838.711,3.182,VALID,1066,8.618,16.117,TRACKING
1676970838.712,3.182,VALID,1065,8.624,18.081,TRACKING
1676970838.911,3.131,VALID,1065,8.567,20.235,TRACKING
1676970839.111,3.163,VALID,1065,8.571,23.01,TRACKING
1676970839.311,3.12,VALID,1065,8.67,25.496,TRACKING
1676970839.511,3.12,VALID,1065,8.721,25.534,TRACKING
1676970839.711,3.099,VALID,1065,8.649,27.002,TRACKING
1676970839.911,3.121,VALID,1065,8.729,29.98,TRACKING
1676970840.111,3.136,VALID,1064,8.622,29.889,TRACKING
1676970840.311,3.051,VALID,1064,8.801,29.895,TRACKING
1676970840.511,3.036,VALID,1064,8.747,29.653,TRACKING
1676970840.711,3.045,VALID,1064,8.756,29.892,TRACKING
1676970840.911,3.056,VALID,1064,8.735,30.0,TRACKING
1676970841.111,3.084,VALID,1064,8.735,30.0,TRACKING
1676970841.112,3.084,VALID,1064,8.706,30.0,TRACKING
1676970841.311,3.168,VALID,1064,8.706,30.0,TRACKING
1676970841.312,3.168,VALID,1063,8.64,29.232,TRACKING
1676970841.511,3.128,VALID,1063,8.64,29.232,TRACKING
1676970841.512,3.128,VALID,1063,8.758,30.0,TRACKING
1676970841.712,3.084,VALID,1063,8.743,26.897,TRACKING
1676970841.911,3.009,VALID,1063,8.743,24.948,TRACKING
1676970842.111,3.112,VALID,1063,8.711,25.483,TRACKING
1676970842.311,3.462,VALID,1063,8.65,24.712,TRACKING
1676970842.511,3.528,VALID,1063,8.665,24.184,TRACKING
1676970842.711,3.47,VALID,1062,8.687,22.565,TRACKING
1676970842.911,3.55,VALID,1062,8.61,21.298,TRACKING
1676970843.111,3.54,VALID,1062,8.751,19.484,TRACKING
1676970843.311,3.559,VALID,1062,8.761,17.591,TRACKING
1676970843.511,3.447,VALID,1062,8.759,16.088,TRACKING
1676970843.711,3.45,VALID,1062,8.686,15.333,TRACKING
1676970843.911,3.516,VALID,1062,8.828,15.58,TRACKING
1676970844.111,3.459,VALID,1061,8.703,15.085,TRACKING
1676970844.311,3.462,VALID,1061,8.772,15.306,TRACKING
1676970844.511,3.498,VALID,1061,8.844,14.964,TRACKING
1676970844.711,3.298,VALID,1061,8.844,14.964,TRACKING
1676970844.712,3.298,VALID,1061,8.84,14.441,TRACKING
1676970844.911,3.412,VALID,1061,8.832,14.584,TRACKING
1676970845.111,3.347,VALID,1061,9.016,15.64,TRACKING
1676970845.312,3.25,VALID,1061,8.891,15.56,TRACKING
1676970845.511,3.268,VALID,1060,8.997,16.663,TRACKING
1676970845.711,3.197,VALID,1060,9.04,16.832,TRACKING
1676970845.911,3.225,VALID,1060,8.94,17.208,TRACKING
1676970846.111,3.3,VALID,1060,8.988,18.34,TRACKING
1676970846.311,3.067,VALID,1060,8.963,17.797,TRACKING
1676970846.511,3.16,VALID,1060,8.994,18.305,TRACKING
1676970846.711,3.166,VALID,1060,8.978,18.705,TRACKING
1676970846.911,3.126,VALID,1059,9.049,20.166,TRACKING
1676970847.111,2.996,VALID,1059,9.049,20.166,TRACKING
1676970847.112,2.996,VALID,1059,9.099,20.515,TRACKING
1676970847.311,3.141,VALID,1059,9.096,21.713,TRACKING
1676970847.511,3.067,VALID,1059,9.096,21.713,TRACKING
1676970847.512,3.067,VALID,1059,9.106,22.588,TRACKING
1676970847.711,3.127,VALID,1059,9.092,23.181,TRACKING
1676970847.911,3.084,VALID,1059,9.086,25.789,TRACKING
1676970848.111,3.078,VALID,1059,9.183,24.371,TRACKING
1676970848.311,3.137,VALID,1059,9.093,24.575,TRACKING
1676970848.511,3.19,VALID,1059,9.093,24.575,TRACKING
1676970848.512,3.19,VALID,1058,9.112,30.0,TRACKING
1676970848.711,2.993,VALID,1058,9.112,30.0,TRACKING
1676970848.712,2.993,VALID,1058,9.098,30.0,TRACKING
1676970848.911,3.129,VALID,1058,9.041,24.656,TRACKING
1676970849.111,2.998,VALID,1058,9.154,25.76,TRACKING
1676970849.311,3.161,VALID,1058,9.154,25.76,TRACKING
1676970849.312,3.161,VALID,1058,9.125,24.751,TRACKING
1676970849.511,3.006,VALID,1058,9.052,22.348,TRACKING
1676970849.711,3.092,VALID,1058,9.077,22.552,TRACKING
1676970849.911,3.065,VALID,1057,9.085,22.771,TRACKING
1676970850.111,3.094,VALID,1057,9.054,22.105,TRACKING
1676970850.311,3.14,VALID,1057,9.054,22.105,TRACKING
1676970850.312,3.14,VALID,1057,9.079,21.24,TRACKING
1676970850.511,3.131,VALID,1057,9.079,21.24,TRACKING
1676970850.512,3.131,VALID,1057,9.061,20.505,TRACKING
1676970850.711,3.112,VALID,1057,9.107,19.286,TRACKING
1676970850.911,3.069,VALID,1057,9.013,19.164,TRACKING
1676970851.111,3.215,VALID,1057,9.125,19.406,TRACKING
1676970851.311,3.111,VALID,1057,9.125,19.406,TRACKING
1676970851.312,3.111,VALID,1057,9.074,21.858,TRACKING
1676970851.511,3.148,VALID,1057,9.074,21.858,TRACKING
1676970851.512,3.148,VALID,1057,9.068,21.113,TRACKING
1676970851.711,3.121,VALID,1056,9.146,20.281,TRACKING
1676970851.911,3.103,VALID,1056,9.172,20.023,TRACKING
1676970852.111,3.031,VALID,1056,9.131,20.332,TRACKING
1676970852.311,3.163,VALID,1056,9.108,20.488,TRACKING
1676970852.511,3.1,VALID,1056,9.035,21.718,TRACKING
1676970852.711,3.033,VALID,1056,9.035,21.718,TRACKING
1676970852.712,3.033,VALID,1056,9.227,22.508,TRACKING
1676970852.911,3.003,VALID,1056,9.134,22.092,TRACKING
1676970853.111,3.038,VALID,1056,9.202,22.33,TRACKING
1676970853.311,3.088,VALID,1055,9.122,24.331,TRACKING
1676970853.511,3.021,VALID,1055,9.122,24.331,TRACKING
1676970853.512,3.021,VALID,1055,9.203,25.702,TRACKING
1676970853.711,3.074,VALID,1055,9.144,25.803,TRACKING
1676970853.911,2.754,VALID,1055,9.144,29.618,TRACKING
1676970854.111,2.695,VALID,1055,9.163,29.886,TRACKING
1676970854.311,2.784,VALID,1055,9.135,30.0,TRACKING
1676970854.511,2.725,VALID,1055,9.208,29.77,TRACKING
1676970854.711,2.698,VALID,1055,9.227,29.702,TRACKING
1676970854.911,2.79,VALID,1055,9.17,29.831,TRACKING
1676970855.111,2.721,VALID,1055,9.074,29.913,TRACKING
1676970855.311,2.722,VALID,1054,9.098,30.0,TRACKING
1676970855.511,2.802,VALID,1054,9.088,29.826,TRACKING
1676970855.711,2.767,VALID,1054,9.055,29.631,TRACKING
1676970855.911,2.828,VALID,1054,9.055,29.631,TRACKING
1676970855.912,2.828,VALID,1054,9.061,30.0,TRACKING
1676970856.111,2.809,VALID,1054,9.041,30.0,TRACKING
1676970856.311,2.889,VALID,1054,8.994,30.0,TRACKING
1676970856.511,2.879,VALID,1054,8.934,29.803,TRACKING
1676970856.711,2.844,VALID,1054,8.934,29.803,TRACKING
1676970856.712,2.844,VALID,1054,8.973,30.0,TRACKING
1676970856.911,2.922,VALID,1054,8.988,29.921,TRACKING
1676970857.111,2.892,VALID,1054,8.988,29.921,TRACKING
1676970857.112,2.892,VALID,1053,9.009,29.427,TRACKING
1676970857.311,2.944,VALID,1053,8.873,29.667,TRACKING
1676970857.511,2.92,VALID,1053,9.005,29.98,TRACKING
1676970857.711,2.937,VALID,1053,8.951,30.0,TRACKING
1676970857.912,2.968,VALID,1053,8.877,30.0,TRACKING
1676970858.111,3.036,VALID,1053,8.877,30.0,TRACKING
1676970858.112,3.036,VALID,1053,8.912,30.0,TRACKING
1676970858.311,2.895,VALID,1053,8.961,30.0,TRACKING
1676970858.511,3.067,VALID,1053,8.834,30.0,TRACKING
1676970858.711,2.969,VALID,1053,8.929,30.0,TRACKING
1676970858.911,2.999,VALID,1053,8.963,29.64,TRACKING
1676970859.111,3.076,VALID,1053,8.93,30.0,TRACKING
1676970859.311,2.97,VALID,1052,8.854,29.729,TRACKING
1676970859.511,2.999,VALID,1052,8.859,29.924,TRACKING
1676970859.711,2.981,VALID,1052,8.898,30.0,TRACKING
1676970859.911,2.698,VALID,1052,8.862,29.532,TRACKING
1676970860.111,2.731,VALID,1052,8.902,29.582,TRACKING
1676970860.311,2.752,VALID,1052,8.857,29.822,TRACKING
1676970860.512,2.69,VALID,1052,8.87,29.774,TRACKING
1676970860.711,2.71,VALID,1052,8.794,30.0,TRACKING
1676970860.911,2.706,VALID,1052,8.869,29.639,TRACKING
1676970861.111,2.669,VALID,1052,8.863,30.0,TRACKING
1676970861.311,2.783,VALID,1052,8.863,30.0,TRACKING
1676970861.312,2.783,VALID,1052,8.893,29.739,TRACKING
1676970861.511,2.767,VALID,1051,8.747,30.0,TRACKING
1676970861.711,2.79,VALID,1051,8.773,30.0,TRACKING
1676970861.911,2.744,VALID,1051,8.784,29.728,TRACKING
1676970862.111,2.784,VALID,1051,8.741,30.0,TRACKING
1676970862.311,2.828,VALID,1051,8.67,30.0,TRACKING
1676970862.511,2.779,VALID,1051,8.67,30.0,TRACKING
1676970862.512,2.779,VALID,1051,8.732,29.994,TRACKING
1676970862.711,2.825,VALID,1051,8.656,29.975,TRACKING
1676970862.911,2.863,VALID,1051,8.634,30.0,TRACKING
1676970863.111,2.891,VALID,1051,8.653,29.648,TRACKING
1676970863.311,2.943,VALID,1051,8.814,30.0,TRACKING
1676970863.511,2.91,VALID,1051,8.71,29.62,TRACKING
1676970863.711,2.966,VALID,1051,8.633,30.0,TRACKING
1676970863.911,2.996,VALID,1050,8.691,29.93,TRACKING
1676970864.111,3.025,VALID,1050,8.53,29.298,TRACKING
1676970864.311,2.978,VALID,1050,8.53,29.298,TRACKING
1676970864.312,2.978,VALID,1050,8.529,30.0,TRACKING
1676970864.511,3.007,VALID,1050,8.53,30.0,TRACKING
1676970864.711,3.068,VALID,1050,8.625,30.0,TRACKING
1676970864.911,3.038,VALID,1050,8.511,29.699,TRACKING
1676970865.111,3.044,VALID,1050,8.511,29.699,TRACKING
1676970865.112,3.044,VALID,1050,8.592,30.0,TRACKING
1676970865.311,3.08,VALID,1050,8.592,30.0,TRACKING
1676970865.312,3.08,VALID,1050,8.581,30.0,TRACKING
1676970865.511,2.944,VALID,1050,8.624,30.0,TRACKING
1676970865.711,3.092,VALID,1050,8.624,30.0,TRACKING
1676970865.712,3.092,VALID,1050,8.566,30.0,TRACKING
1676970865.911,3.103,VALID,1050,8.566,30.0,TRACKING
1676970865.912,3.103,VALID,1050,8.59,29.71,TRACKING
1676970866.111,2.995,VALID,1050,8.577,29.809,TRACKING
1676970866.311,3.074,VALID,1050,8.664,29.617,TRACKING
1676970866.511,3.108,VALID,1050,8.642,29.509,TRACKING
1676970866.711,3.154,VALID,1050,8.642,29.509,TRACKING
1676970866.712,3.154,VALID,1049,8.665,30.0,TRACKING
1676970866.911,2.987,VALID,1049,8.476,29.508,TRACKING
1676970867.111,3.009,VALID,1049,8.474,30.0,TRACKING
1676970867.311,3.3,VALID,1049,8.474,30.0,TRACKING
1676970867.312,3.3,VALID,1049,8.533,30.0,TRACKING
1676970867.511,3.218,VALID,1049,8.641,30.0,TRACKING
1676970867.711,3.239,VALID,1049,8.481,30.0,TRACKING
1676970867.911,3.16,VALID,1049,8.603,29.682,TRACKING
1676970868.111,3.178,VALID,1049,8.612,30.0,TRACKING
1676970868.311,3.213,VALID,1049,8.623,29.687,TRACKING
1676970868.511,3.265,VALID,1049,8.623,29.687,TRACKING
1676970868.512,3.265,VALID,1049,8.574,30.0,TRACKING
1676970868.711,3.316,VALID,1049,8.564,29.943,TRACKING
1676970868.911,3.252,VALID,1049,8.564,29.943,TRACKING
1676970868.912,3.252,VALID,1049,8.587,30.0,TRACKING
1676970869.111,3.217,VALID,1049,8.627,26.849,TRACKING
1676970869.311,3.158,VALID,1049,8.699,26.022,TRACKING
1676970869.511,3.177,VALID,1049,8.589,26.658,TRACKING
1676970869.711,3.182,VALID,1048,8.682,30.0,TRACKING
1676970869.911,3.195,VALID,1048,8.617,30.0,TRACKING
1676970870.111,3.142,VALID,1048,8.696,29.939,TRACKING
1676970870.311,3.069,VALID,1048,8.614,30.0,TRACKING
1676970870.511,3.171,VALID,1048,8.614,30.0,TRACKING
1676970870.512,3.171,VALID,1048,8.622,29.813,TRACKING
1676970870.711,3.176,VALID,1048,8.704,29.671,TRACKING
1676970870.912,3.112,VALID,1048,8.651,30.0,TRACKING
1676970871.111,3.128,VALID,1048,8.66,29.979,TRACKING
1676970871.311,3.086,VALID,1048,8.757,29.846,TRACKING
1676970871.511,3.194,VALID,1048,8.679,30.0,TRACKING
1676970871.711,3.176,VALID,1048,8.679,30.0,TRACKING
1676970871.712,3.176,VALID,1048,8.7,29.713,TRACKING
1676970871.911,3.204,VALID,1048,8.701,30.0,TRACKING
1676970872.111,3.107,VALID,1048,8.768,30.0,TRACKING
1676970872.311,3.057,VALID,1048,8.729,30.0,TRACKING
1676970872.511,3.266,VALID,1048,8.695,29.86,TRACKING
1676970872.711,3.196,VALID,1047,8.698,26.162,TRACKING
1676970872.911,3.276,VALID,1047,8.694,26.161,TRACKING
1676970873.111,3.206,VALID,1047,8.728,26.217,TRACKING
1676970873.311,3.314,VALID,1047,8.778,25.958,TRACKING
1676970873.511,3.271,VALID,1047,8.762,25.867,TRACKING
1676970873.712,3.3,VALID,1047,8.782,25.614,TRACKING
1676970873.911,3.266,VALID,1047,8.812,25.285,TRACKING
1676970874.111,3.323,VALID,1047,8.762,25.177,TRACKING
1676970874.311,3.294,VALID,1047,8.762,25.177,TRACKING
1676970874.312,3.294,VALID,1047,8.748,24.893,TRACKING
1676970874.511,3.245,VALID,1047,8.758,24.904,TRACKING
1676970874.711,3.165,VALID,1047,8.876,24.296,TRACKING
1676970874.911,3.24,VALID,1047,8.727,24.627,TRACKING
1676970875.111,3.193,VALID,1047,8.759,22.272,TRACKING
1676970875.311,3.106,VALID,1047,8.84,22.95,TRACKING
1676970875.511,3.125,VALID,1047,8.899,22.539,TRACKING
1676970875.711,3.263,VALID,1047,8.836,22.757,TRACKING
1676970875.911,3.196,VALID,1047,8.836,22.757,TRACKING
1676970875.912,3.196,VALID,1047,8.815,23.203,TRACKING
1676970876.111,3.022,VALID,1046,8.885,23.849,TRACKING
1676970876.311,3.114,VALID,1046,8.839,23.222,TRACKING
1676970876.511,3.216,VALID,1046,8.89,23.498,TRACKING
1676970876.711,3.103,VALID,1046,8.833,23.428,TRACKING
1676970876.911,3.125,VALID,1046,8.862,24.117,TRACKING
1676970877.111,3.127,VALID,1046,8.85,24.688,TRACKING
1676970877.311,3.027,VALID,1046,8.889,24.388,TRACKING
1676970877.511,2.992,VALID,1046,8.889,24.388,TRACKING
1676970877.512,2.992,VALID,1046,8.974,25.535,TRACKING
1676970877.711,3.057,VALID,1046,8.974,25.535,TRACKING
1676970877.712,3.057,VALID,1046,8.924,26.444,TRACKING
1676970877.911,2.986,VALID,1046,8.893,27.339,TRACKING
1676970878.111,3.077,VALID,1046,8.845,30.0,TRACKING
1676970878.311,2.967,VALID,1046,8.94,30.0,TRACKING
1676970878.511,3.04,VALID,1046,8.949,29.381,TRACKING
1676970878.711,3.027,VALID,1046,8.922,29.962,TRACKING
1676970878.911,3.017,VALID,1046,8.938,29.926,TRACKING
1676970879.111,3.08,VALID,1046,8.908,29.908,TRACKING
1676970879.311,2.999,VALID,1046,8.908,29.791,TRACKING
1676970879.511,2.908,VALID,1046,9.029,29.971,TRACKING
1676970879.711,2.971,VALID,1045,8.951,29.917,TRACKING
1676970879.911,3.026,VALID,1045,8.869,30.0,TRACKING
1676970880.111,2.88,VALID,1045,8.983,29.67,TRACKING
1676970880.311,2.97,VALID,1045,8.848,30.0,TRACKING
1676970880.511,3.043,VALID,1045,8.92,30.0,TRACKING
1676970880.711,3.101,VALID,1045,8.792,29.85,TRACKING
1676970880.911,3.011,VALID,1045,8.792,29.85,TRACKING
1676970880.912,3.011,VALID,1045,8.821,30.0,TRACKING
1676970881.111,3.041,VALID,1045,8.886,29.233,TRACKING
1676970881.311,2.999,VALID,1045,8.924,29.145,TRACKING
1676970881.511,3.096,VALID,1045,8.813,29.778,TRACKING
1676970881.711,3.13,VALID,1045,8.848,30.0,TRACKING
1676970881.911,3.087,VALID,1045,8.874,29.998,TRACKING
1676970882.111,3.011,VALID,1045,8.809,29.655,TRACKING
1676970882.311,3.017,VALID,1045,8.837,26.995,TRACKING
1676970882.511,3.011,VALID,1045,8.88,27.389,TRACKING
1676970882.711,3.314,VALID,1045,8.834,29.815,TRACKING
1676970882.911,3.204,VALID,1045,8.897,25.704,TRACKING
1676970883.111,3.267,VALID,1045,8.93,25.037,TRACKING
1676970883.311,3.208,VALID,1045,8.873,25.248,TRACKING
1676970883.512,3.229,VALID,1045,8.819,24.594,TRACKING
1676970883.711,3.164,VALID,1045,8.819,24.594,TRACKING
1676970883.712,3.164,VALID,1045,8.835,23.09,TRACKING
1676970883.911,3.238,VALID,1045,8.912,21.834,TRACKING
1676970884.111,3.231,VALID,1045,8.912,21.834,TRACKING
1676970884.112,3.231,VALID,1044,8.832,21.252,TRACKING
1676970884.311,3.076,VALID,1044,8.799,20.65,TRACKING
1676970884.511,3.225,VALID,1044,8.799,20.65,TRACKING
1676970884.512,3.225,VALID,1044,8.865,20.968,TRACKING
1676970884.711,3.265,VALID,1044,8.853,20.322,TRACKING
