timestamp, system, entity, est-latitude, est-longitude, est-depth, validity (enumerated), location, beam_config, value (m)
1676969709.156, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.058, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.389
1676969709.156, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.058, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676969709.356, lauv-simulator-1, Altimeter, 41.18387001, -8.70571100, 0.010, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.544
1676969709.356, lauv-simulator-1, Echo Sounder, 41.18387001, -8.70571100, 0.010, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.623
1676969709.556, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.085, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.472
1676969709.556, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.085, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676969709.756, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.112, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.592
1676969709.756, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.112, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.695
1676969709.956, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.085, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.505
1676969709.956, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.085, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676969710.156, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.102, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.631
1676969710.156, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.102, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676969710.356, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.020, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.487
1676969710.356, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.020, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.989
1676969710.556, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.098, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.572
1676969710.556, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.098, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676969710.756, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.072, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.540
1676969710.756, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.072, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676969710.956, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.001, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.524
1676969710.956, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.001, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.830
1676969711.156, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.011, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.540
1676969711.156, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.011, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.767
1676969711.356, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.008, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.476
1676969711.356, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.008, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.898
1676969711.556, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.126, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.553
1676969711.556, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.126, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.862
1676969711.756, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.041, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.617
1676969711.756, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.041, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.990
1676969711.956, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.054, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.570
1676969711.956, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.054, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.852
1676969712.156, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.067, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.507
1676969712.156, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.067, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676969712.356, lauv-simulator-1, Altimeter, 41.18387000, -8.70571100, 0.085, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.629
1676969712.356, lauv-simulator-1, Echo Sounder, 41.18387000, -8.70571100, 0.085, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.984
1676969712.556, lauv-simulator-1, Altimeter, 41.18387001, -8.70571100, 0.040, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.605
1676969712.556, lauv-simulator-1, Echo Sounder, 41.18387001, -8.70571100, 0.040, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
