timestamp, system, entity, est-latitude, est-longitude, est-depth, value (rpm)
1676969709.183, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.005, 0
1676969709.233, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.005, 0
1676969709.283, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.010, 0
1676969709.333, lauv-simulator-1, Motor, 41.18387001, -8.70571100, 0.010, 0
1676969709.383, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.049, 0
1676969709.433, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.049, 0
1676969709.483, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.085, 0
1676969709.533, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.085, 0
1676969709.583, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.094, 0
1676969709.633, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.094, 0
1676969709.683, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.112, 0
1676969709.733, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.112, 0
1676969709.783, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.026, 0
1676969709.833, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.026, 0
1676969709.883, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.085, 0
1676969709.933, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.085, 0
1676969709.983, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.172, 0
1676969710.033, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.172, 0
1676969710.083, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.102, 0
1676969710.133, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.102, 0
1676969710.183, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.101, 0
1676969710.233, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.101, 0
1676969710.283, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.020, 0
1676969710.333, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.020, 0
1676969710.383, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.065, 0
1676969710.433, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.065, 0
1676969710.483, lauv-simulator-1, Motor, 41.18387000, -8.70571100, 0.098, 0
