timestamp,DVL-filtered,validity,Echo,rpm,depth,Label
1676969709.156,6.389,VALID,30.0,0,0.053,SURFACED
1676969709.356,6.544,VALID,29.623,0,0.095,SURFACED
1676969709.556,6.472,VALID,30.0,0,0.017,SURFACED
1676969709.756,6.592,VALID,29.695,0,0.18,SURFACED
1676969709.956,6.505,VALID,30.0,0,0.101,SURFACED
1676969710.156,6.631,VALID,30.0,0,0.07,SURFACED
1676969710.356,6.487,VALID,29.989,0,0.033,SURFACED
1676969710.556,6.572,VALID,30.0,0,0.0,SURFACED
1676969710.756,6.54,VALID,30.0,0,0.127,SURFACED
1676969710.956,6.524,VALID,29.83,0,0.098,SURFACED
1676969711.156,6.54,VALID,29.767,0,0.037,SURFACED
1676969711.356,6.476,VALID,29.898,0,0.115,SURFACED
1676969711.556,6.553,VALID,29.862,0,0.035,SURFACED
1676969711.756,6.617,VALID,29.99,0,0.136,SURFACED
1676969711.956,6.57,VALID,29.852,0,0.078,SURFACED
1676969712.156,6.507,VALID,30.0,0,0.104,SURFACED
1676969712.356,6.629,VALID,29.984,0,0.035,SURFACED
1676969712.556,6.605,VALID,30.0,0,0.012,SURFACED
1676969712.756,6.574,VALID,29.928,0,0.095,SURFACED
1676969712.956,6.481,VALID,30.0,0,0.127,SURFACED
1676969713.156,6.523,VALID,30.0,0,0.106,SURFACED
1676969713.356,6.611,VALID,29.831,0,0.123,SURFACED
1676969713.556,6.508,VALID,30.0,0,0.05,SURFACED
1676969713.756,6.511,VALID,30.0,0,0.069,SURFACED
1676969713.956,6.593,VALID,30.0,103,0.048,SURFACED
1676969714.156,6.561,VALID,18.267,268,0.114,SURFACED
1676969714.356,6.429,VALID,10.19,284,0.169,SURFACED
1676969714.556,6.517,VALID,6.302,299,0.087,SURFACED
1676969714.756,6.518,VALID,4.38,315,0.0,SURFACED
1676969714.956,6.578,VALID,3.794,331,0.027,SURFACED
1676969715.156,6.567,VALID,2.534,346,0.0,SURFACED
1676969715.356,6.56,VALID,2.136,362,0.092,SURFACED
1676969715.556,6.574,VALID,1.924,378,0.071,SURFACED
1676969715.756,6.603,VALID,0.989,393,0.145,SURFACED
1676969715.956,6.556,VALID,0.925,409,0.021,SURFACED
1676969716.156,6.508,VALID,1.074,425,0.137,SURFACED
1676969716.356,6.505,VALID,0.946,440,0.064,SURFACED
1676969716.556,6.624,VALID,0.898,456,0.057,SURFACED
1676969716.756,6.537,VALID,0.338,472,0.057,SURFACED
1676969716.956,6.53,VALID,0.738,487,0.0,SURFACED
1676969717.156,6.554,VALID,0.655,503,0.052,SURFACED
1676969717.356,6.006,VALID,0.2,519,0.068,SURFACED
1676969717.556,6.104,VALID,0.412,534,0.156,SURFACED
1676969717.756,6.092,VALID,0.878,550,0.036,SURFACED
1676969717.956,6.039,VALID,0.579,566,0.053,SURFACED
1676969718.156,6.072,VALID,0.544,581,0.117,SURFACED
1676969718.356,6.029,VALID,0.644,597,0.102,SURFACED
1676969718.556,6.142,VALID,0.2,613,0.087,SURFACED
1676969718.756,5.986,VALID,0.469,629,0.047,SURFACED
1676969718.956,6.065,VALID,0.68,644,0.0,SURFACED
1676969719.156,5.513,VALID,0.2,660,0.01,SURFACED
1676969719.356,5.448,VALID,0.2,676,0.031,SURFACED
1676969719.556,5.471,VALID,0.2,691,0.053,SURFACED
1676969719.756,5.412,VALID,0.551,707,0.0,SURFACED
1676969719.956,5.405,VALID,0.263,723,0.078,SURFACED
1676969720.156,5.471,VALID,0.2,738,0.094,SURFACED
1676969720.356,5.054,VALID,0.471,754,0.052,SURFACED
1676969720.556,5.064,VALID,0.946,770,0.0,SURFACED
1676969720.756,5.176,VALID,0.634,785,0.103,SURFACED
1676969720.956,5.166,VALID,0.717,801,0.0,SURFACED
1676969721.156,5.125,VALID,0.382,817,0.0,SURFACED
1676969721.356,5.196,VALID,0.585,832,0.049,SURFACED
1676969721.556,5.194,VALID,0.2,848,0.067,SURFACED
1676969721.756,5.147,VALID,0.61,864,0.083,SURFACED
1676969721.956,5.159,VALID,0.66,879,0.006,SURFACED
1676969722.156,5.184,VALID,0.2,895,0.0,SURFACED
1676969722.356,5.115,VALID,0.2,911,0.04,SURFACED
1676969722.556,5.144,VALID,0.2,926,0.089,SURFACED
1676969722.756,5.439,VALID,0.2,942,0.019,SURFACED
1676969722.956,5.505,VALID,0.2,958,0.045,SURFACED
1676969723.156,5.583,VALID,0.484,974,0.034,SURFACED
1676969723.356,5.447,VALID,0.352,989,0.059,SURFACED
1676969723.556,5.34,VALID,0.472,1005,0.043,SURFACED
1676969723.756,5.552,VALID,0.208,1021,0.037,SURFACED
1676969723.956,5.418,VALID,0.432,1036,0.068,SURFACED
1676969724.156,5.506,VALID,0.344,1052,0.021,SURFACED
1676969724.356,5.44,VALID,0.365,1067,0.14,SURFACED
1676969724.556,5.436,VALID,0.2,1072,0.059,SURFACED
1676969724.756,5.465,VALID,0.363,1071,0.0,SURFACED
