timestamp, system, entity, est-latitude, est-longitude, est-depth, value (m)
1676970732.939, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.090, 0.226
1676970732.931, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.025, 0.097
1676970733.039, lauv-simulator-1, CTD, 41.18386995, -8.70571100, 0.065, 0.000
1676970733.031, lauv-simulator-1, Depth Sensor, 41.18386995, -8.70571100, 0.090, 0.062
1676970733.139, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.118, 0.049
1676970733.131, lauv-simulator-1, Depth Sensor, 41.18386995, -8.70571100, 0.065, 0.123
1676970733.239, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.066, 0.000
1676970733.231, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.118, 0.061
1676970733.339, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.019, 0.000
1676970733.331, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.066, 0.014
1676970733.439, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.002, 0.000
1676970733.431, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.019, 0.000
1676970733.539, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.034, 0.049
1676970733.531, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.002, 0.037
1676970733.639, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.098, 0.000
1676970733.631, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.034, 0.104
1676970733.739, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.046, 0.105
1676970733.731, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.098, 0.041
1676970733.839, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.098, 0.096
1676970733.831, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.046, 0.103
1676970733.939, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.083, 0.057
1676970733.931, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.098, 0.081
1676970734.039, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.025, 0.008
1676970734.031, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.083, 0.019
1676970734.139, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.075, 0.084
1676970734.131, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.025, 0.080
1676970734.239, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.105, 0.038
1676970734.231, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.075, 0.108
1676970734.339, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.123, 0.100
1676970734.331, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.105, 0.125
1676970734.439, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.071, 0.085
1676970734.431, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.123, 0.066
1676970734.539, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.047, 0.000
1676970734.531, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.071, 0.044
1676970734.639, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.077, 0.111
1676970734.631, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.047, 0.080
1676970734.739, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.065, 0.054
1676970734.731, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.077, 0.064
1676970734.839, lauv-simulator-1, CTD, 41.18386996, -8.70571100, 0.103, 0.000
1676970734.831, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.065, 0.107
1676970734.939, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.077, 0.000
1676970734.931, lauv-simulator-1, Depth Sensor, 41.18386996, -8.70571100, 0.103, 0.075
1676970735.039, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.066, 0.000
1676970735.031, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.077, 0.065
1676970735.139, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.106, 0.163
1676970735.131, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.066, 0.110
1676970735.239, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.043, 0.000
1676970735.231, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.106, 0.036
1676970735.339, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.095, 0.104
1676970735.331, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.043, 0.100
1676970735.439, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.046, 0.001
1676970735.431, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.095, 0.041
1676970735.539, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.055, 0.103
1676970735.531, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.046, 0.056
1676970735.639, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.078, 0.027
1676970735.631, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.055, 0.080
1676970735.739, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.007, 0.000
1676970735.731, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.078, 0.000
1676970735.839, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.001, 0.162
1676970735.831, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.007, 0.000
1676970735.939, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.018, 0.127
1676970735.931, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.001, 0.020
1676970736.039, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.002, 0.207
1676970736.031, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.018, 0.000
1676970736.139, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.051, 0.023
1676970736.131, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.002, 0.056
1676970736.239, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.154, 0.080
1676970736.231, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.051, 0.164
1676970736.339, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.099, 0.222
1676970736.331, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.154, 0.093
1676970736.439, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.169, 0.157
1676970736.431, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.099, 0.175
1676970736.539, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.041, 0.083
1676970736.531, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.169, 0.028
1676970736.639, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.081, 0.158
1676970736.631, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.041, 0.086
1676970736.739, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.098, 0.013
1676970736.731, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.081, 0.100
1676970736.839, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.009, 0.042
1676970736.831, lauv-simulator-1, Depth Sensor, 41.18386997, -8.70571100, 0.098, 0.000
1676970736.939, lauv-simulator-1, CTD, 41.18386997, -8.70571100, 0.063, 0.026
