timestamp, system, entity, est-latitude, est-longitude, est-depth, validity (enumerated), location, beam_config, value (m)
1676970733.111, lauv-simulator-1, Altimeter, 41.18386995, -8.70571100, 0.065, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.439
1676970733.112, lauv-simulator-1, Echo Sounder, 41.18386995, -8.70571100, 0.065, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.800
1676970733.311, lauv-simulator-1, Altimeter, 41.18386996, -8.70571100, 0.066, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.560
1676970733.311, lauv-simulator-1, Echo Sounder, 41.18386996, -8.70571100, 0.066, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676970733.512, lauv-simulator-1, Altimeter, 41.18386996, -8.70571100, 0.002, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.561
1676970733.512, lauv-simulator-1, Echo Sounder, 41.18386996, -8.70571100, 0.002, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676970733.711, lauv-simulator-1, Altimeter, 41.18386996, -8.70571100, 0.098, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.523
1676970733.711, lauv-simulator-1, Echo Sounder, 41.18386996, -8.70571100, 0.098, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676970733.911, lauv-simulator-1, Altimeter, 41.18386996, -8.70571100, 0.098, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.483
1676970733.911, lauv-simulator-1, Echo Sounder, 41.18386996, -8.70571100, 0.098, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 30.000
1676970734.111, lauv-simulator-1, Altimeter, 41.18386996, -8.70571100, 0.025, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.478
1676970734.111, lauv-simulator-1, Echo Sounder, 41.18386996, -8.70571100, 0.025, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.348
1676970734.311, lauv-simulator-1, Altimeter, 41.18386996, -8.70571100, 0.105, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 6.513
1676970734.311, lauv-simulator-1, Echo Sounder, 41.18386996, -8.70571100, 0.105, VALID, %MESSAGE-LIST[DeviceState], %MESSAGE-LIST[BeamConfig], 29.153
